Council area,Year,Sex,Age,Population
City of Edinburgh,2019,Male,40,3871
City of Edinburgh,2019,Male,41,3413
City of Edinburgh,2019,Male,42,3376
City of Edinburgh,2019,Male,43,3298
City of Edinburgh,2019,Male,44,3289
City of Edinburgh,2019,Male,45,3255
City of Edinburgh,2019,Male,46,3281
City of Edinburgh,2019,Male,47,3350
City of Edinburgh,2019,Male,48,3298
City of Edinburgh,2019,Male,49,3080
City of Edinburgh,2019,Male,50,3154
City of Edinburgh,2019,Male,51,3209
City of Edinburgh,2019,Male,52,3268
City of Edinburgh,2019,Male,53,3183
City of Edinburgh,2019,Male,54,3299
City of Edinburgh,2019,Male,55,3124
City of Edinburgh,2019,Male,56,3255
City of Edinburgh,2019,Male,57,3007
City of Edinburgh,2019,Male,58,2987
City of Edinburgh,2019,Male,59,2776
City of Edinburgh,2019,Male,60,2703
City of Edinburgh,2019,Male,61,2665
City of Edinburgh,2019,Male,62,2578
City of Edinburgh,2019,Male,63,2541
City of Edinburgh,2019,Male,64,2330
City of Edinburgh,2019,Male,65,2334
City of Edinburgh,2019,Male,66,2226
City of Edinburgh,2019,Male,67,2189
City of Edinburgh,2019,Male,68,2053
City of Edinburgh,2019,Male,69,2047
City of Edinburgh,2019,Male,70,2117
City of Edinburgh,2019,Male,71,2051
City of Edinburgh,2019,Male,72,2291
City of Edinburgh,2019,Male,73,1555
City of Edinburgh,2019,Male,74,1501
City of Edinburgh,2019,Male,75,1445
City of Edinburgh,2019,Male,76,1321
City of Edinburgh,2019,Male,77,1154
City of Edinburgh,2019,Male,78,1047
City of Edinburgh,2019,Male,79,1087
City of Edinburgh,2019,Male,80,1030
City of Edinburgh,2019,Male,81,960
City of Edinburgh,2019,Male,82,894
City of Edinburgh,2019,Male,83,860
City of Edinburgh,2019,Male,84,801
City of Edinburgh,2019,Male,85,706
City of Edinburgh,2019,Male,86,607
City of Edinburgh,2019,Male,87,525
City of Edinburgh,2019,Male,88,512
City of Edinburgh,2019,Male,89,312
City of Edinburgh,2019,Male,90,1286
Clackmannanshire,2019,Female,0,195
Clackmannanshire,2019,Female,1,251
Clackmannanshire,2019,Female,2,288
Clackmannanshire,2019,Female,3,250
Clackmannanshire,2019,Female,4,261
Clackmannanshire,2019,Female,5,241
Clackmannanshire,2019,Female,6,284
Clackmannanshire,2019,Female,7,306
Clackmannanshire,2019,Female,8,289
Clackmannanshire,2019,Female,9,300
Clackmannanshire,2019,Female,10,266
Clackmannanshire,2019,Female,11,302
Clackmannanshire,2019,Female,12,294
Clackmannanshire,2019,Female,13,272
Clackmannanshire,2019,Female,14,277
Clackmannanshire,2019,Female,15,271
Clackmannanshire,2019,Female,16,251
Clackmannanshire,2019,Female,17,246
Clackmannanshire,2019,Female,18,298
Clackmannanshire,2019,Female,19,260
Clackmannanshire,2019,Female,20,259
Clackmannanshire,2019,Female,21,259
Clackmannanshire,2019,Female,22,281
Clackmannanshire,2019,Female,23,272
Clackmannanshire,2019,Female,24,303
Clackmannanshire,2019,Female,25,275
Clackmannanshire,2019,Female,26,290
Clackmannanshire,2019,Female,27,302
Clackmannanshire,2019,Female,28,284
Clackmannanshire,2019,Female,29,302
Clackmannanshire,2019,Female,30,257
Clackmannanshire,2019,Female,31,307
Clackmannanshire,2019,Female,32,280
Clackmannanshire,2019,Female,33,292
Clackmannanshire,2019,Female,34,326
Clackmannanshire,2019,Female,35,284
Clackmannanshire,2019,Female,36,279
Clackmannanshire,2019,Female,37,320
Clackmannanshire,2019,Female,38,304
Clackmannanshire,2019,Female,39,301
Clackmannanshire,2019,Female,40,317
Clackmannanshire,2019,Female,41,308
Clackmannanshire,2019,Female,42,277
Clackmannanshire,2019,Female,43,315
Clackmannanshire,2019,Female,44,329
Clackmannanshire,2019,Female,45,320
Clackmannanshire,2019,Female,46,390
Clackmannanshire,2019,Female,47,404
Clackmannanshire,2019,Female,48,402
Clackmannanshire,2019,Female,49,386
Clackmannanshire,2019,Female,50,438
Clackmannanshire,2019,Female,51,417
Clackmannanshire,2019,Female,52,460
Clackmannanshire,2019,Female,53,395
Clackmannanshire,2019,Female,54,423
Clackmannanshire,2019,Female,55,429
Clackmannanshire,2019,Female,56,435
Clackmannanshire,2019,Female,57,407
Clackmannanshire,2019,Female,58,375
Clackmannanshire,2019,Female,59,390
Clackmannanshire,2019,Female,60,369
Clackmannanshire,2019,Female,61,362
Clackmannanshire,2019,Female,62,347
Clackmannanshire,2019,Female,63,347
Clackmannanshire,2019,Female,64,334
Clackmannanshire,2019,Female,65,353
Clackmannanshire,2019,Female,66,303
Clackmannanshire,2019,Female,67,280
Clackmannanshire,2019,Female,68,338
Clackmannanshire,2019,Female,69,343
Clackmannanshire,2019,Female,70,328
Clackmannanshire,2019,Female,71,329
Clackmannanshire,2019,Female,72,370
Clackmannanshire,2019,Female,73,244
Clackmannanshire,2019,Female,74,281
Clackmannanshire,2019,Female,75,262
Clackmannanshire,2019,Female,76,258
Clackmannanshire,2019,Female,77,214
Clackmannanshire,2019,Female,78,196
Clackmannanshire,2019,Female,79,164
Clackmannanshire,2019,Female,80,181
Clackmannanshire,2019,Female,81,149
Clackmannanshire,2019,Female,82,159
Clackmannanshire,2019,Female,83,148
Clackmannanshire,2019,Female,84,112
Clackmannanshire,2019,Female,85,83
Clackmannanshire,2019,Female,86,75
Clackmannanshire,2019,Female,87,95
Clackmannanshire,2019,Female,88,60
Clackmannanshire,2019,Female,89,85
Clackmannanshire,2019,Female,90,232
Clackmannanshire,2019,Male,0,235
Clackmannanshire,2019,Male,1,272
Clackmannanshire,2019,Male,2,254
Clackmannanshire,2019,Male,3,297
Clackmannanshire,2019,Male,4,315
Clackmannanshire,2019,Male,5,272
Clackmannanshire,2019,Male,6,318
Clackmannanshire,2019,Male,7,330
Clackmannanshire,2019,Male,8,290
Clackmannanshire,2019,Male,9,242
Clackmannanshire,2019,Male,10,295
Clackmannanshire,2019,Male,11,331
Clackmannanshire,2019,Male,12,296
Clackmannanshire,2019,Male,13,281
Clackmannanshire,2019,Male,14,277
Clackmannanshire,2019,Male,15,294
Clackmannanshire,2019,Male,16,277
Clackmannanshire,2019,Male,17,307
Clackmannanshire,2019,Male,18,262
Clackmannanshire,2019,Male,19,309
Clackmannanshire,2019,Male,20,300
Clackmannanshire,2019,Male,21,283
Clackmannanshire,2019,Male,22,296
Clackmannanshire,2019,Male,23,302
Clackmannanshire,2019,Male,24,332
Clackmannanshire,2019,Male,25,326
Clackmannanshire,2019,Male,26,320
Clackmannanshire,2019,Male,27,288
Clackmannanshire,2019,Male,28,279
Clackmannanshire,2019,Male,29,267
Clackmannanshire,2019,Male,30,241
Clackmannanshire,2019,Male,31,309
Clackmannanshire,2019,Male,32,291
Clackmannanshire,2019,Male,33,308
Clackmannanshire,2019,Male,34,283
Clackmannanshire,2019,Male,35,249
Clackmannanshire,2019,Male,36,299
Clackmannanshire,2019,Male,37,262
Clackmannanshire,2019,Male,38,314
Clackmannanshire,2019,Male,39,326
Clackmannanshire,2019,Male,40,276
Clackmannanshire,2019,Male,41,294
Clackmannanshire,2019,Male,42,272
Clackmannanshire,2019,Male,43,317
Clackmannanshire,2019,Male,44,319
Clackmannanshire,2019,Male,45,289
Clackmannanshire,2019,Male,46,338
Clackmannanshire,2019,Male,47,370
Clackmannanshire,2019,Male,48,392
Clackmannanshire,2019,Male,49,390
Clackmannanshire,2019,Male,50,424
Clackmannanshire,2019,Male,51,403
Clackmannanshire,2019,Male,52,458
Clackmannanshire,2019,Male,53,386
Clackmannanshire,2019,Male,54,372
Clackmannanshire,2019,Male,55,425
Clackmannanshire,2019,Male,56,392
Clackmannanshire,2019,Male,57,392
Clackmannanshire,2019,Male,58,406
Clackmannanshire,2019,Male,59,345
Clackmannanshire,2019,Male,60,391
Clackmannanshire,2019,Male,61,301
Clackmannanshire,2019,Male,62,347
Clackmannanshire,2019,Male,63,294
Clackmannanshire,2019,Male,64,302
Clackmannanshire,2019,Male,65,304
Clackmannanshire,2019,Male,66,321
Clackmannanshire,2019,Male,67,314
Clackmannanshire,2019,Male,68,281
Clackmannanshire,2019,Male,69,319
Clackmannanshire,2019,Male,70,325
Clackmannanshire,2019,Male,71,323
Clackmannanshire,2019,Male,72,312
Clackmannanshire,2019,Male,73,242
Clackmannanshire,2019,Male,74,228
Clackmannanshire,2019,Male,75,218
Clackmannanshire,2019,Male,76,197
Clackmannanshire,2019,Male,77,180
Clackmannanshire,2019,Male,78,160
Clackmannanshire,2019,Male,79,125
Clackmannanshire,2019,Male,80,117
Clackmannanshire,2019,Male,81,142
Clackmannanshire,2019,Male,82,128
Clackmannanshire,2019,Male,83,89
Clackmannanshire,2019,Male,84,98
Clackmannanshire,2019,Male,85,74
Clackmannanshire,2019,Male,86,46
Clackmannanshire,2019,Male,87,58
Clackmannanshire,2019,Male,88,45
Clackmannanshire,2019,Male,89,46
Clackmannanshire,2019,Male,90,127
Dumfries and Galloway,2019,Female,0,572
Dumfries and Galloway,2019,Female,1,643
Dumfries and Galloway,2019,Female,2,621
Dumfries and Galloway,2019,Female,3,642
Dumfries and Galloway,2019,Female,4,663
Dumfries and Galloway,2019,Female,5,642
Dumfries and Galloway,2019,Female,6,690
Dumfries and Galloway,2019,Female,7,715
Dumfries and Galloway,2019,Female,8,797
Dumfries and Galloway,2019,Female,9,773
Dumfries and Galloway,2019,Female,10,792
Dumfries and Galloway,2019,Female,11,813
Dumfries and Galloway,2019,Female,12,788
Dumfries and Galloway,2019,Female,13,759
Dumfries and Galloway,2019,Female,14,778
Dumfries and Galloway,2019,Female,15,737
Dumfries and Galloway,2019,Female,16,738
Dumfries and Galloway,2019,Female,17,664
Dumfries and Galloway,2019,Female,18,664
Dumfries and Galloway,2019,Female,19,617
Dumfries and Galloway,2019,Female,20,611
Dumfries and Galloway,2019,Female,21,750
Dumfries and Galloway,2019,Female,22,696
Dumfries and Galloway,2019,Female,23,694
Dumfries and Galloway,2019,Female,24,784
Dumfries and Galloway,2019,Female,25,769
Dumfries and Galloway,2019,Female,26,760
Dumfries and Galloway,2019,Female,27,717
Dumfries and Galloway,2019,Female,28,754
Dumfries and Galloway,2019,Female,29,750
Dumfries and Galloway,2019,Female,30,727
Dumfries and Galloway,2019,Female,31,842
Dumfries and Galloway,2019,Female,32,782
Dumfries and Galloway,2019,Female,33,716
Dumfries and Galloway,2019,Female,34,741
Dumfries and Galloway,2019,Female,35,802
Dumfries and Galloway,2019,Female,36,758
Dumfries and Galloway,2019,Female,37,830
Dumfries and Galloway,2019,Female,38,769
Dumfries and Galloway,2019,Female,39,766
Dumfries and Galloway,2019,Female,40,764
Dumfries and Galloway,2019,Female,41,731
Dumfries and Galloway,2019,Female,42,669
Dumfries and Galloway,2019,Female,43,770
Dumfries and Galloway,2019,Female,44,833
Dumfries and Galloway,2019,Female,45,849
Dumfries and Galloway,2019,Female,46,909
Dumfries and Galloway,2019,Female,47,967
Dumfries and Galloway,2019,Female,48,1089
Dumfries and Galloway,2019,Female,49,1042
Dumfries and Galloway,2019,Female,50,1207
Dumfries and Galloway,2019,Female,51,1192
Dumfries and Galloway,2019,Female,52,1251
Dumfries and Galloway,2019,Female,53,1156
Dumfries and Galloway,2019,Female,54,1306
Dumfries and Galloway,2019,Female,55,1311
Dumfries and Galloway,2019,Female,56,1309
Dumfries and Galloway,2019,Female,57,1297
Dumfries and Galloway,2019,Female,58,1233
Dumfries and Galloway,2019,Female,59,1184
Dumfries and Galloway,2019,Female,60,1192
Dumfries and Galloway,2019,Female,61,1170
Dumfries and Galloway,2019,Female,62,1109
Dumfries and Galloway,2019,Female,63,1174
Dumfries and Galloway,2019,Female,64,1131
Dumfries and Galloway,2019,Female,65,1096
Dumfries and Galloway,2019,Female,66,1092
Dumfries and Galloway,2019,Female,67,1101
Dumfries and Galloway,2019,Female,68,1049
Dumfries and Galloway,2019,Female,69,1102
Dumfries and Galloway,2019,Female,70,1056
Dumfries and Galloway,2019,Female,71,1105
Dumfries and Galloway,2019,Female,72,1226
Dumfries and Galloway,2019,Female,73,928
Dumfries and Galloway,2019,Female,74,923
Dumfries and Galloway,2019,Female,75,908
Dumfries and Galloway,2019,Female,76,912
Dumfries and Galloway,2019,Female,77,826
Dumfries and Galloway,2019,Female,78,723
Dumfries and Galloway,2019,Female,79,697
Dumfries and Galloway,2019,Female,80,642
Dumfries and Galloway,2019,Female,81,560
Dumfries and Galloway,2019,Female,82,594
Dumfries and Galloway,2019,Female,83,574
Dumfries and Galloway,2019,Female,84,491
Dumfries and Galloway,2019,Female,85,468
Dumfries and Galloway,2019,Female,86,418
Dumfries and Galloway,2019,Female,87,363
Dumfries and Galloway,2019,Female,88,314
Dumfries and Galloway,2019,Female,89,285
Dumfries and Galloway,2019,Female,90,1001
Dumfries and Galloway,2019,Male,0,590
Dumfries and Galloway,2019,Male,1,619
Dumfries and Galloway,2019,Male,2,662
Dumfries and Galloway,2019,Male,3,670
Dumfries and Galloway,2019,Male,4,674
Dumfries and Galloway,2019,Male,5,735
Dumfries and Galloway,2019,Male,6,732
Dumfries and Galloway,2019,Male,7,745
Dumfries and Galloway,2019,Male,8,790
Dumfries and Galloway,2019,Male,9,805
Dumfries and Galloway,2019,Male,10,792
Dumfries and Galloway,2019,Male,11,785
Dumfries and Galloway,2019,Male,12,830
Dumfries and Galloway,2019,Male,13,823
Dumfries and Galloway,2019,Male,14,806
Dumfries and Galloway,2019,Male,15,760
Dumfries and Galloway,2019,Male,16,776
Dumfries and Galloway,2019,Male,17,747
Dumfries and Galloway,2019,Male,18,751
Dumfries and Galloway,2019,Male,19,720
Dumfries and Galloway,2019,Male,20,774
Dumfries and Galloway,2019,Male,21,805
Dumfries and Galloway,2019,Male,22,725
Dumfries and Galloway,2019,Male,23,803
Dumfries and Galloway,2019,Male,24,850
Dumfries and Galloway,2019,Male,25,791
Dumfries and Galloway,2019,Male,26,734
Dumfries and Galloway,2019,Male,27,720
Dumfries and Galloway,2019,Male,28,727
Dumfries and Galloway,2019,Male,29,714
Dumfries and Galloway,2019,Male,30,724
Dumfries and Galloway,2019,Male,31,736
Dumfries and Galloway,2019,Male,32,726
Dumfries and Galloway,2019,Male,33,729
Dumfries and Galloway,2019,Male,34,762
Dumfries and Galloway,2019,Male,35,707
Dumfries and Galloway,2019,Male,36,668
Dumfries and Galloway,2019,Male,37,706
Dumfries and Galloway,2019,Male,38,696
Dumfries and Galloway,2019,Male,39,706
Dumfries and Galloway,2019,Male,40,647
Dumfries and Galloway,2019,Male,41,643
Dumfries and Galloway,2019,Male,42,623
Dumfries and Galloway,2019,Male,43,727
Dumfries and Galloway,2019,Male,44,688
Dumfries and Galloway,2019,Male,45,774
Dumfries and Galloway,2019,Male,46,792
Dumfries and Galloway,2019,Male,47,944
Dumfries and Galloway,2019,Male,48,961
Dumfries and Galloway,2019,Male,49,1018
Dumfries and Galloway,2019,Male,50,1027
Dumfries and Galloway,2019,Male,51,1027
Dumfries and Galloway,2019,Male,52,1084
Dumfries and Galloway,2019,Male,53,1170
Dumfries and Galloway,2019,Male,54,1239
Dumfries and Galloway,2019,Male,55,1215
Dumfries and Galloway,2019,Male,56,1212
Dumfries and Galloway,2019,Male,57,1163
Dumfries and Galloway,2019,Male,58,1188
Dumfries and Galloway,2019,Male,59,1140
Dumfries and Galloway,2019,Male,60,1134
Dumfries and Galloway,2019,Male,61,1126
Dumfries and Galloway,2019,Male,62,1076
Dumfries and Galloway,2019,Male,63,1023
Dumfries and Galloway,2019,Male,64,1063
Dumfries and Galloway,2019,Male,65,1088
Dumfries and Galloway,2019,Male,66,1047
Dumfries and Galloway,2019,Male,67,1050
Dumfries and Galloway,2019,Male,68,1054
Dumfries and Galloway,2019,Male,69,1073
Dumfries and Galloway,2019,Male,70,1126
Dumfries and Galloway,2019,Male,71,1103
Dumfries and Galloway,2019,Male,72,1145
Dumfries and Galloway,2019,Male,73,877
Dumfries and Galloway,2019,Male,74,802
Dumfries and Galloway,2019,Male,75,835
Dumfries and Galloway,2019,Male,76,758
Dumfries and Galloway,2019,Male,77,687
Dumfries and Galloway,2019,Male,78,657
Dumfries and Galloway,2019,Male,79,622
Dumfries and Galloway,2019,Male,80,542
Dumfries and Galloway,2019,Male,81,550
Dumfries and Galloway,2019,Male,82,503
Dumfries and Galloway,2019,Male,83,459
Dumfries and Galloway,2019,Male,84,355
Dumfries and Galloway,2019,Male,85,332
Dumfries and Galloway,2019,Male,86,314
Dumfries and Galloway,2019,Male,87,250
Dumfries and Galloway,2019,Male,88,203
Dumfries and Galloway,2019,Male,89,173
Dumfries and Galloway,2019,Male,90,511
Dundee City,2019,Female,0,670
Dundee City,2019,Female,1,715
Dundee City,2019,Female,2,734
Dundee City,2019,Female,3,699
Dundee City,2019,Female,4,778
Dundee City,2019,Female,5,721
Dundee City,2019,Female,6,788
Dundee City,2019,Female,7,839
Dundee City,2019,Female,8,767
Dundee City,2019,Female,9,711
Dundee City,2019,Female,10,749
Dundee City,2019,Female,11,779
Dundee City,2019,Female,12,713
Dundee City,2019,Female,13,679
Dundee City,2019,Female,14,710
Dundee City,2019,Female,15,650
Dundee City,2019,Female,16,643
Dundee City,2019,Female,17,659
Dundee City,2019,Female,18,949
Dundee City,2019,Female,19,1443
Dundee City,2019,Female,20,1550
Dundee City,2019,Female,21,1619
Dundee City,2019,Female,22,1539
Dundee City,2019,Female,23,1367
Dundee City,2019,Female,24,1251
Dundee City,2019,Female,25,1151
Dundee City,2019,Female,26,1286
Dundee City,2019,Female,27,1481
Dundee City,2019,Female,28,1475
